Name,Company,Industry,Net Sales (million),Net income (million),Salary (000),Bonus,Other annual comp,Total compensation,Total comp with options ($000),Total comp + opt exer,All other pay,Percent stock owned,CEO?,Full Title,Sex,Age,GVKEY,SP Industry Code,SIC,SIC Desc,Id,Annual CEO
James Wrigley,PAXAR CORP,IT,712,14.6,341.742,61.404,0,403.146,556.678,403.146,0,,,"president-Europe, Middle East, and Africa",MALE,.,8293,4520,2750,COMMERCIAL PRINTING,19324,
Paul Chu,PAXAR CORP,IT,712,14.6,273,142.226,0,415.226,568.758,425.774,0,,,president-Asia Pacific,MALE,.,8293,4520,2750,COMMERCIAL PRINTING,19325,
Paul Griswold,PAXAR CORP,IT,712,14.6,235.191,0,0,235.191,726.494,235.191,0,0.22,,CEO,MALE,.,8293,4520,2750,COMMERCIAL PRINTING,22157,
Robert Stone,PAXAR CORP,IT,712,14.6,250,0,0,250,372.826,250,0,,,"vp, general counsel & secretary",MALE,.,8293,4520,2750,COMMERCIAL PRINTING,27200,
Eric Krasnoff,PALL CORP,Industrial,1613.635,103.202,700.336,1000,0,1700.336,2681.924,1870.168,1.14,,CEO,chairman & CEO,MALE,51,8304,2010,3569,"GENERAL INDL MACH & EQ, NEC",1748,CEO
Jeremy Hayward-Surry,PALL CORP,Industrial,1613.635,103.202,473.98,533.228,0,1007.208,1420.482,1025.048,3.138,,,president,MALE,.,8304,2010,3569,"GENERAL INDL MACH & EQ, NEC",1749,
Samuel Wortham,PALL CORP,Industrial,1613.635,103.202,292.656,313.058,0,605.714,801.91,617.374,4.442,,,group vp,MALE,.,8304,2010,3569,"GENERAL INDL MACH & EQ, NEC",4899,
"John Adamovich, Jr.",PALL CORP,Industrial,1613.635,103.202,331.396,347.966,0,679.362,926.197,812.818,0,,,"group vp, chief finance officer & treasurer",MALE,.,8304,2010,3569,"GENERAL INDL MACH & EQ, NEC",17788,
Donald Stevens,PALL CORP,Industrial,1613.635,103.202,339.586,208.312,0,547.898,1221.652,958.029,3.184,,,chief operating officer,MALE,.,8304,2010,3569,"GENERAL INDL MACH & EQ, NEC",23049,
Dennis O'Connor,PAR PHARMACEUTICAL COS INC,Health,661.688,122.533,233.884,225,12.6,458.884,1906.737,4908.818,0,,,vp & chief finance officer,MALE,.,8333,3520,2834,PHARMACEUTICAL PREPARATIONS,15030,
Scott Tarriff,PAR PHARMACEUTICAL COS INC,Health,661.688,122.533,401.538,450,12.6,851.538,4460.088,10074.03,0,,CEO,president & CEO,MALE,44,8333,3520,2834,PHARMACEUTICAL PREPARATIONS,17425,CEO
Arie Gutman,PAR PHARMACEUTICAL COS INC,Health,661.688,122.533,303.231,150,11.631,453.231,480.458,2160.46,0,,,president & CEO-FineTech,MALE,50,8333,3520,2834,PHARMACEUTICAL PREPARATIONS,25694,
Mark Auerbach,PAR PHARMACEUTICAL COS INC,Health,661.688,122.533,64.629,225,2.423,289.629,2948.785,292.5,0,,,chairman,MALE,65,8333,3520,2834,PHARMACEUTICAL PREPARATIONS,27514,
Thomas Haughey,PAR PHARMACEUTICAL COS INC,Health,661.688,122.533,17.692,5.223,0.969,22.915,1322.299,23.884,0,,,"vp, general counsel & secretary",MALE,.,8333,3520,2834,PHARMACEUTICAL PREPARATIONS,27515,
Brian Shore,PARK ELECTROCHEMICAL CORP,IT,194.236,-3.852,357.76,0,0,357.76,562.249,489.64,0,0.68,CEO,president & CEO,MALE,52,8348,4520,3672,PRINTED CIRCUIT BOARDS,10404,CEO
Emily Groehl,PARK ELECTROCHEMICAL CORP,IT,194.236,-3.852,210.912,0,0,210.912,291.971,217.912,0,,,senior vp-sales & marketing,FEMALE,.,8348,4520,3672,PRINTED CIRCUIT BOARDS,19702,
John Jongebloed,PARK ELECTROCHEMICAL CORP,IT,194.236,-3.852,165,15,0,180,235.147,185.775,0,,,senior vp-global logistics,MALE,.,8348,4520,3672,PRINTED CIRCUIT BOARDS,24588,
Gary Watson,PARK ELECTROCHEMICAL CORP,IT,194.236,-3.852,240,25,74.576,265,445.321,346.576,0,,,senior vp-engineering and technology; senior vp-Asian business unit,MALE,.,8348,4520,3672,PRINTED CIRCUIT BOARDS,24589,
Steven Schaefer,PARK ELECTROCHEMICAL CORP,IT,194.236,-3.852,155.577,0,0,155.577,309.139,161.022,0,,,senior vp-technology,MALE,.,8348,4520,3672,PRINTED CIRCUIT BOARDS,27938,
"Robert Parker, Jr.",PARKER DRILLING CO,Energy,315.784,-109.699,546.5,0,80.156,546.5,908.76,908.76,0,0.56,CEO,president & CEO,MALE,55,8357,1010,1381,DRILLING OIL AND GAS WELLS,3687,CEO
Robert Parker,PARKER DRILLING CO,Energy,315.784,-109.699,474,0,52.039,474,532.962,532.962,0,4.33,,chairman,MALE,80,8357,1010,1381,DRILLING OIL AND GAS WELLS,3688,
Thomas Wingerter,PARKER DRILLING CO,Energy,315.784,-109.699,151.538,0,0,151.538,669.408,669.408,511.039,,,vp-operations,MALE,.,8357,1010,1381,DRILLING OIL AND GAS WELLS,11615,
Robert Nash,PARKER DRILLING CO,Energy,315.784,-109.699,328.846,0,0,328.846,453.877,453.877,0,,,senior vp & chief operating officer,MALE,.,8357,1010,1381,DRILLING OIL AND GAS WELLS,26171,
James Whalen,PARKER DRILLING CO,Energy,315.784,-109.699,270,0,0,270,370,370,0,,,senior vp & chief finance officer,MALE,.,8357,1010,1381,DRILLING OIL AND GAS WELLS,27208,
John Gass,PARKER DRILLING CO,Energy,315.784,-109.699,220,0,0,220,283,283,0,,,vp-global operations,MALE,.,8357,1010,1381,DRILLING OIL AND GAS WELLS,27209,
Dennis Sullivan,PARKER-HANNIFIN CORP,Industrial,6410.61,196.272,741.696,296.961,15.839,1038.657,2586.891,3207.687,0,,,executive vp,MALE,64,8358,2010,3490,MISC FABRICATED METAL PRODS,1760,
Michael Hiemstra,PARKER-HANNIFIN CORP,Industrial,6410.61,196.272,515.653,211.795,11.763,727.448,6114.181,5126.111,0,,,executive vp-finance & administration & chief finance officer,MALE,.,8358,2010,3490,MISC FABRICATED METAL PRODS,1761,
Stephen Hayes,PARKER-HANNIFIN CORP,Industrial,6410.61,196.272,432.24,296.178,6.839,728.418,1318.81,921.881,0,,,vice president,MALE,.,8358,2010,3490,MISC FABRICATED METAL PRODS,9082,
Donald Washkewicz,PARKER-HANNIFIN CORP,Industrial,6410.61,196.272,903.048,454.141,84.31,1357.189,3662.03,2098.937,0,,CEO,president & CEO,MALE,53,8358,2010,3490,MISC FABRICATED METAL PRODS,23638,CEO
John Myslenski,PARKER-HANNIFIN CORP,Industrial,6410.61,196.272,484.656,189.114,147.093,673.77,1604.931,1003.158,0,,,senior vp & operating officer,MALE,.,8358,2010,3490,MISC FABRICATED METAL PRODS,25191,
Nickolas Vande Steeg,PARKER-HANNIFIN CORP,Industrial,6410.61,196.272,484.656,189.114,238.709,673.77,1698.176,1096.403,0,,,senior vp & operating officer,MALE,.,8358,2010,3490,MISC FABRICATED METAL PRODS,26353,
Carl Lindner,AMERICAN FINANCIAL GROUP INC,Financial,3339.819,293.815,990,425,82.7,1415,1524.2,1524.2,0,13.5,CEO,chairman & CEO,MALE,84,8431,4030,6331,"FIRE, MARINE, CASUALTY INS",3697,CEO
Carl Lindner III,AMERICAN FINANCIAL GROUP INC,Financial,3339.819,293.815,990,425,144.7,1415,1881.39,1590.7,0,8.01,,co-president,MALE,50,8431,4030,6331,"FIRE, MARINE, CASUALTY INS",3698,
S. Lindner,AMERICAN FINANCIAL GROUP INC,Financial,3339.819,293.815,990,425,141.5,1415,1878.19,1587.5,0,8.11,,co-president,MALE,49,8431,4030,6331,"FIRE, MARINE, CASUALTY INS",9693,
Keith Lindner,AMERICAN FINANCIAL GROUP INC,Financial,3339.819,293.815,892,0,37.4,892,960.4,960.4,0,8.04,,co-president,MALE,.,8431,4030,6331,"FIRE, MARINE, CASUALTY INS",9694,
James Evans,AMERICAN FINANCIAL GROUP INC,Financial,3339.819,293.815,990,400,0.3,1390,1685.564,1421.3,0,,,senior vp & general counsel,MALE,58,8431,4030,6331,"FIRE, MARINE, CASUALTY INS",9695,
Fred Runk,AMERICAN FINANCIAL GROUP INC,Financial,3339.819,293.815,700,285,6.2,985,1203.185,1018.2,0,,,senior vp & treasurer,MALE,61,8431,4030,6331,"FIRE, MARINE, CASUALTY INS",27613,
C. Lotter,PENNEY (J C) CO,Discretionary,17786,-928,603.015,452.261,0,1055.276,1624.817,1086.482,0,,,"executive vp, secretary & general counsel",MALE,.,8446,2550,5311,DEPARTMENT STORES,16783,
V. Castagna,PENNEY (J C) CO,Discretionary,17786,-928,736.667,877.646,0,1614.313,2380.965,1663.185,0,,,executive vp; chairman & CEO-JCPenney Stores-catalog and internet,FEMALE,.,8446,2550,5311,DEPARTMENT STORES,19280,
Allen Questrom,PENNEY (J C) CO,Discretionary,17786,-928,1350,2025,99.662,3375,11006.041,9145.555,0,,CEO,chairman & CEO,MALE,63,8446,2550,5311,DEPARTMENT STORES,21562,CEO
G. Davis,PENNEY (J C) CO,Discretionary,17786,-928,538.75,404.063,0,942.813,1487.148,948.813,0,,,executive vp & chief human resources and administration officer,MALE,.,8446,2550,5311,DEPARTMENT STORES,24518,
R. Cavanaugh,PENNEY (J C) CO,Discretionary,17786,-928,568.75,426.563,0,995.313,1539.648,1001.313,0,,,executive vp & chief finance officer,MALE,.,8446,2550,5311,DEPARTMENT STORES,27351,
William Hecht,PPL CORP,Utility,5587,763,988.923,0,0,988.923,4551.973,7586.631,0,,CEO,"chairman, president & CEO",MALE,61,8455,5510,4911,ELECTRIC SERVICES,4903,CEO
Paul Champagne,PPL CORP,Utility,5587,763,389.596,20.67,0,410.266,1211.805,1695.497,0,,,"president-PPL EnergyPlus, LLC",MALE,.,8455,5510,4911,ELECTRIC SERVICES,18579,
John Biggar,PPL CORP,Utility,5587,763,444.327,145.059,0,589.386,1690.96,2113.605,0,,,executive vp & chief finance officer,MALE,59,8455,5510,4911,ELECTRIC SERVICES,21035,
Lawrence De Simone,PPL CORP,Utility,5587,763,429.462,280.339,0,709.801,1584.803,2165.272,0,,,executive vp-supply,MALE,.,8455,5510,4911,ELECTRIC SERVICES,23608,
James Miller,PPL CORP,Utility,5587,763,374.327,0,0,374.327,1168.269,796.559,0,,,"president-PPL Generation, LLC",MALE,.,8455,5510,4911,ELECTRIC SERVICES,25049,
David Harrison,PENTAIR INC,Industrial,2724.365,141.352,390,302.047,0,692.047,1710.393,1205.721,0,,,executive vp & chief finance officer,MALE,.,8463,2010,3550,SPECIAL INDUSTRY MACHINERY,9084,
Richard Cathcart,PENTAIR INC,Industrial,2724.365,141.352,388,375,0,763,1712.257,1684.663,0,,,president & chief operating officer-water technologies segment,MALE,.,8463,2010,3550,SPECIAL INDUSTRY MACHINERY,11891,
Randall Hogan,PENTAIR INC,Industrial,2724.365,141.352,755,1119.023,0,1874.023,4486.732,3120.677,0,0.44,CEO,CEO,MALE,48,8463,2010,3550,SPECIAL INDUSTRY MACHINERY,18518,CEO
Michael Schrock,PENTAIR INC,Industrial,2724.365,141.352,350,341.582,0,691.582,1394.14,1027.106,0,,,president & chief operating officer-enclosures segment,MALE,.,8463,2010,3550,SPECIAL INDUSTRY MACHINERY,23954,
Louis Ainsworth,PENTAIR INC,Industrial,2724.365,141.352,315,179.191,0,494.191,1021.235,774.084,0,,,"senior vp, general counsel & secretary",MALE,.,8463,2010,3550,SPECIAL INDUSTRY MACHINERY,25465,
James Hinchliff,PEOPLES ENERGY CORP,Utility,2138.394,103.934,327,210.1,0,537.1,1848.322,2048.59,613.125,,,senior vp & general counsel,MALE,.,8470,5510,4924,NATURAL GAS DISTRIBUTION,1775,
Thomas Patrick,PEOPLES ENERGY CORP,Utility,2138.394,103.934,625,602.8,0,1227.8,2113.764,2145.943,0,,CEO,"chairman, president & CEO",MALE,58,8470,5510,4924,NATURAL GAS DISTRIBUTION,9087,CEO
Donald Field,PEOPLES ENERGY CORP,Utility,2138.394,103.934,304.8,167.8,0,472.6,729.706,599.793,0,,,executive vp,MALE,.,8470,5510,4924,NATURAL GAS DISTRIBUTION,18018,
William Morrow,PEOPLES ENERGY CORP,Utility,2138.394,103.934,300,186.3,0,486.3,743.363,712.587,0,,,executive vp,MALE,.,8470,5510,4924,NATURAL GAS DISTRIBUTION,23217,
Thomas Nardi,PEOPLES ENERGY CORP,Utility,2138.394,103.934,295,189.5,0,484.5,740.19,871.967,0,,,"senior vp, chief finance officer & treasurer",MALE,.,8470,5510,4924,NATURAL GAS DISTRIBUTION,24748,
Steven Nance,PEOPLES ENERGY CORP,Utility,2138.394,103.934,255,235,0,490,530.19,620.775,0,,,president-Peoples Energy production,MALE,.,8470,5510,4924,NATURAL GAS DISTRIBUTION,26590,
Mitchell Leibovitz,PEP BOYS-MANNY MOE & JACK,Discretionary,2134.27,-32.146,301.317,0,0,301.317,12923.427,12923.427,12620.216,,,CEO,MALE,.,8475,2550,5531,AUTO AND HOME SUPPLY STORES,1777,
Mark Page,PEP BOYS-MANNY MOE & JACK,Discretionary,2134.27,-32.146,343.077,242.88,0,585.957,643.506,812.368,0,,,senior vp-store operations,MALE,.,8475,2550,5531,AUTO AND HOME SUPPLY STORES,1780,
"George Babich, Jr.",PEP BOYS-MANNY MOE & JACK,Discretionary,2134.27,-32.146,513.708,463.5,0,977.208,1163.353,986.024,0,,,president & chief finance officer,MALE,.,8475,2550,5531,AUTO AND HOME SUPPLY STORES,22164,
Don Casey,PEP BOYS-MANNY MOE & JACK,Discretionary,2134.27,-32.146,290.351,209.96,0,500.311,575.794,540.328,31.87,,,senior vp-supply chain & logistics,MALE,.,8475,2550,5531,AUTO AND HOME SUPPLY STORES,22165,
Lawrence Stevenson,PEP BOYS-MANNY MOE & JACK,Discretionary,2134.27,-32.146,590.614,1130,0,1720.614,5497.246,1764.013,42.939,,CEO,CEO,MALE,47,8475,2550,5531,AUTO AND HOME SUPPLY STORES,27752,CEO
Harry Yanowitz,PEP BOYS-MANNY MOE & JACK,Discretionary,2134.27,-32.146,181.393,221,0,402.393,1024.371,416.262,13.817,,,senior vp-strategy & business development,MALE,.,8475,2550,5531,AUTO AND HOME SUPPLY STORES,27753,
Steven Reinemund,PEPSICO INC,Staples,26971,3568,1000,3800,149.393,4800,15107.259,17415.272,0,,CEO,chairman & CEO,MALE,56,8479,3020,2090,"MISC FOOD PREPS, KINDRED PDS",12152,CEO
Indra Nooyi,PEPSICO INC,Staples,26971,3568,721.154,1486.62,125.79,2207.774,4878.27,5684.819,0,,,president & chief finance officer,FEMALE,48,8479,3020,2090,"MISC FOOD PREPS, KINDRED PDS",18812,
Michael White,PEPSICO INC,Staples,26971,3568,721.154,1449.59,1462.024,2170.744,6183.82,6607.68,0,,,chairman & CEO-PepsiCo international,MALE,.,8479,3020,2090,"MISC FOOD PREPS, KINDRED PDS",18813,
Gary Rodkin,PEPSICO INC,Staples,26971,3568,721.154,1377.32,60.018,2098.474,4682.847,2661.907,0,,,chairman & CEO-PepsiCo beverages and foods North America,MALE,.,8479,3020,2090,"MISC FOOD PREPS, KINDRED PDS",25097,
Abelardo Bru,PEPSICO INC,Staples,26971,3568,721.154,1154.27,82.266,1875.424,4459.011,2762.293,0,,,chairman & CEO-Frito-Lay North America,MALE,.,8479,3020,2090,"MISC FOOD PREPS, KINDRED PDS",26846,
Michael Hunkapiller,APPLERA CORP APPLIED BIOSYS,Health,1682.943,183.217,560.504,517.104,2.457,1077.608,2850.043,1424.5,125,,,senior vp; president-applied biosystems group,MALE,.,8488,3510,3826,LAB ANALYTICAL INSTRUMENTS,9696,
Tony White,APPLERA CORP APPLIED BIOSYS,Health,1682.943,183.217,1000,1300,102.977,2300,6578.352,2685.285,250,0.57,CEO,"chairman, president & CEO",MALE,57,8488,3510,3826,LAB ANALYTICAL INSTRUMENTS,11532,CEO
William Sawch,APPLERA CORP APPLIED BIOSYS,Health,1682.943,183.217,423.057,359.489,2.313,782.546,2359.281,1086.648,125,,,senior vp & general counsel,MALE,.,8488,3510,3826,LAB ANALYTICAL INSTRUMENTS,15576,
Dennis Winger,APPLERA CORP APPLIED BIOSYS,Health,1682.943,183.217,483.058,407.959,9.002,891.017,2476.453,1045.899,125,,,senior vp & chief finance officer,MALE,.,8488,3510,3826,LAB ANALYTICAL INSTRUMENTS,15577,
Kathy Ordonez,APPLERA CORP APPLIED BIOSYS,Health,1682.943,183.217,468.077,451.25,0.757,919.327,1915.074,946.062,0,,,senior vp; president-Celera genomics group & Celera diagnostics,FEMALE,.,8488,3510,3826,LAB ANALYTICAL INSTRUMENTS,25165,
Henry McKinnell,PFIZER INC,Health,45188,3910,2042.7,4607.4,19.534,6650.1,18428.528,9706.002,0,,CEO,chairman & CEO,MALE,61,8530,3520,2834,PHARMACEUTICAL PREPARATIONS,1794,CEO
David Shedlarz,PFIZER INC,Health,45188,3910,889.133,1043.1,8.108,1932.233,5460.076,3497.508,0,,,executive vp & chief finance officer,MALE,56,8530,3520,2834,PHARMACEUTICAL PREPARATIONS,21011,
Karen Katen,PFIZER INC,Health,45188,3910,1086.7,1434.4,10.459,2521.1,6871.173,6170.491,0,,,executive vp; president-Pfizer global pharmaceuticals,FEMALE,55,8530,3520,2834,PHARMACEUTICAL PREPARATIONS,21012,
Jeffrey Kindler,PFIZER INC,Health,45188,3910,827.9,901.5,8.254,1729.4,4657.813,2913.308,0,,,senior vp & general counsel,MALE,48,8530,3520,2834,PHARMACEUTICAL PREPARATIONS,25042,
Peter Corr,PFIZER INC,Health,45188,3910,806,815,42.654,1621,4271.519,3312.041,46.858,,,senior vp-science and technology,MALE,55,8530,3520,2834,PHARMACEUTICAL PREPARATIONS,25043,
J. Whisler,PHELPS DODGE CORP,Materials,4142.7,94.8,850,1000,17.481,1850,3237.214,4348.632,0,,CEO,"chairman, president & CEO",MALE,49,8536,1510,3330,"PRIM SMELT,REFIN NONFER METL",1799,CEO
Ramiro Peru,PHELPS DODGE CORP,Materials,4142.7,94.8,385,425,8.169,810,1334.902,2101.145,0,,,senior vp & chief finance officer,MALE,.,8536,1510,3330,"PRIM SMELT,REFIN NONFER METL",14123,
Timothy Snider,PHELPS DODGE CORP,Materials,4142.7,94.8,450,500,7.304,950,1638.361,2250.954,0,,,senior vp; president-PDMC,MALE,.,8536,1510,3330,"PRIM SMELT,REFIN NONFER METL",16515,
Arthur Miele,PHELPS DODGE CORP,Materials,4142.7,94.8,309,325,9.556,634,660.307,1064.058,0,,,senior vp-marketing; president-PD Sales Company,MALE,.,8536,1510,3330,"PRIM SMELT,REFIN NONFER METL",21411,
Kalidas Madhavpeddi,PHELPS DODGE CORP,Materials,4142.7,94.8,305,325,5.293,630,814.167,1053.952,0,,,senior vp-business development; president-PD Wire and Cable,MALE,.,8536,1510,3330,"PRIM SMELT,REFIN NONFER METL",27389,
John Rowe,EXELON CORP,Utility,15812,905,1185.289,1400,342.341,2585.289,8027.554,5720.254,0,,CEO,chairman & CEO; chairman-Excelon energy delivery and Exelon enterprises,MALE,58,8539,5510,4911,ELECTRIC SERVICES,21213,CEO
"Oliver Kingsley, Jr.",EXELON CORP,Utility,15812,905,824.038,969.924,185.294,1793.962,3976.269,4596.515,0,,,president; president & CEO-Exelon generation,MALE,.,8539,5510,4911,ELECTRIC SERVICES,21214,
Pamela Strobel,EXELON CORP,Utility,15812,905,500.673,403.374,0,904.047,2038.256,2714.964,0,,,executive vp,FEMALE,.,8539,5510,4911,ELECTRIC SERVICES,21215,
Randall Mehrberg,EXELON CORP,Utility,15812,905,466.538,375.418,0,841.956,1974.458,1499.813,0,,,executive vp & general counsel,MALE,.,8539,5510,4911,ELECTRIC SERVICES,23474,
John Skolds,EXELON CORP,Utility,15812,905,530.673,393.837,0,924.51,2112.957,1874.849,0,,,executive vp,MALE,.,8539,5510,4911,ELECTRIC SERVICES,25022,
Robert Shapard,EXELON CORP,Utility,15812,905,512.404,411.362,0,923.766,2058.561,1583.916,0,,,executive vp & chief finance officer,MALE,.,8539,5510,4911,ELECTRIC SERVICES,26732,
Nicholas DeBenedictis,AQUA AMERICA INC,Utility,367.233,70.795,350.358,312.851,6,663.209,1359.994,1128.86,0,,CEO,CEO,MALE,58,8542,5510,4941,WATER SUPPLY,6458,CEO
Roy Stahl,AQUA AMERICA INC,Utility,367.233,70.795,207.512,87.342,6,294.854,453.704,339.428,0,,,executive vp & general counsel,MALE,.,8542,5510,4941,WATER SUPPLY,6460,
Richard Riegler,AQUA AMERICA INC,Utility,367.233,70.795,183.385,51.14,5.4,234.525,331.045,267.561,0,,,senior vp-engineering and environmental affairs,MALE,.,8542,5510,4941,WATER SUPPLY,6462,
David Smeltzer,AQUA AMERICA INC,Utility,367.233,70.795,178.265,70.559,5.348,248.824,362.145,659.209,0,,,senior vp-finance & chief finance officer,MALE,.,8542,5510,4941,WATER SUPPLY,19413,
Richard Hugus,AQUA AMERICA INC,Utility,367.233,70.795,164.081,50.462,4.922,214.543,303.897,415.552,0,,,president-southern operations,MALE,.,8542,5510,4941,WATER SUPPLY,27284,
Louis Camilleri,ALTRIA GROUP INC,Staples,60704,9204,1415.385,2750,163.871,4165.385,23852.064,28087.573,0,,CEO,chairman & CEO,MALE,49,8543,3020,2111,CIGARETTES,14028,CEO
Michael Szymanczyk,ALTRIA GROUP INC,Staples,60704,9204,981.333,1500,60.562,2481.333,10723.399,13440.969,0,,,chairman & CEO-Philip Morris USA Inc.,MALE,.,8543,3020,2111,CIGARETTES,16127,
Charles Wall,ALTRIA GROUP INC,Staples,60704,9204,873.154,1350,39.973,2223.154,7597.471,7597.471,0,,,senior vp & general counsel,MALE,.,8543,3020,2111,CIGARETTES,21036,
Roger Deromedi,ALTRIA GROUP INC,Staples,60704,9204,924.848,900,14.229,1824.848,8044.337,9259.141,0,,,"co-CEO-Kraft Foods Inc. & President & CEO-Kraft Foods International, Inc.",MALE,.,8543,3020,2111,CIGARETTES,25034,
Steven Parrish,ALTRIA GROUP INC,Staples,60704,9204,859.846,1200,13.051,2059.846,7237.85,7237.85,0,,,senior vp-corporate affairs,MALE,.,8543,3020,2111,CIGARETTES,26735,
J. Mulva,CONOCOPHILLIPS,Energy,90491,4735,1479.167,3500,142.253,4979.167,10679.116,8252.363,0,,CEO,president & CEO,MALE,57,8549,1010,2911,PETROLEUM REFINING,4910,CEO
John Carrig,CONOCOPHILLIPS,Energy,90491,4735,575.833,982.153,0.987,1557.986,2672.133,2056.819,0,,,executive vp-finance & chief finance officer,MALE,.,8549,1010,2911,PETROLEUM REFINING,21372,
Archie Dunham,CONOCOPHILLIPS,Energy,90491,4735,1479.168,10340.69,203.62,11819.858,17581.174,19015.205,0,,,chairman,MALE,65,8549,1010,2911,PETROLEUM REFINING,25322,
Jimmy Nokes,CONOCOPHILLIPS,Energy,90491,4735,775,1289.321,13.128,2064.321,4243.289,2666.187,0,,,"executive vp-refining, marketing, supply and transportation",MALE,.,8549,1010,2911,PETROLEUM REFINING,25324,
William Berry,CONOCOPHILLIPS,Energy,90491,4735,540,1051.383,2.548,1591.383,3163.253,2382.488,0,,,executive vp-exploration & production,MALE,.,8549,1010,2911,PETROLEUM REFINING,26974,
Bruce Klatsky,PHILLIPS-VAN HEUSEN,Discretionary,1582.011,14.706,1200,1847.561,0,3047.561,5925.164,5184.386,0,0.19,CEO,chairman & CEO,MALE,55,8551,2520,2300,APPAREL & OTHER FINISHED PDS,3708,CEO
Allen Sirkin,PHILLIPS-VAN HEUSEN,Discretionary,1582.011,14.706,750,750,0,1500,1706.228,1562.316,0,,,vice chairman-dress shirts,MALE,.,8551,2520,2300,APPAREL & OTHER FINISHED PDS,3711,
Mark Weber,PHILLIPS-VAN HEUSEN,Discretionary,1582.011,14.706,1000,1098.316,0,2098.316,3587.803,3216.963,0,0.1,,president & chief operating officer,MALE,55,8551,2520,2300,APPAREL & OTHER FINISHED PDS,3712,
Emanuel Chirico,PHILLIPS-VAN HEUSEN,Discretionary,1582.011,14.706,800,800.744,0,1600.744,2690.276,2500.831,0,,,executive vp & chief finance officer,MALE,.,8551,2520,2300,APPAREL & OTHER FINISHED PDS,19396,
Francis Duane,PHILLIPS-VAN HEUSEN,Discretionary,1582.011,14.706,700,596.26,0,1296.26,1464.709,1314.165,0,,,vice chairman-sportswear,MALE,.,8551,2520,2300,APPAREL & OTHER FINISHED PDS,22362,
Ware Schiefer,PIEDMONT NATURAL GAS CO,Utility,1220.822,74.362,165.385,0,127.171,165.385,647.343,647.343,0,,,CEO,MALE,.,8577,5510,4924,NATURAL GAS DISTRIBUTION,6465,
Ray Killough,PIEDMONT NATURAL GAS CO,Utility,1220.822,74.362,266.308,0,47.377,266.308,534.628,534.628,0,,,senior vp-utility operations,MALE,.,8577,5510,4924,NATURAL GAS DISTRIBUTION,6466,
Thomas Skains,PIEDMONT NATURAL GAS CO,Utility,1220.822,74.362,373.077,0,207.798,373.077,788.115,788.115,0,,CEO,"chairman, president & CEO",MALE,47,8577,5510,4924,NATURAL GAS DISTRIBUTION,11764,CEO
David Dzuricky,PIEDMONT NATURAL GAS CO,Utility,1220.822,74.362,267.116,0,67.43,267.116,540.293,540.293,0,,,senior vp & chief finance officer,MALE,.,8577,5510,4924,NATURAL GAS DISTRIBUTION,11765,
Richard Linville,PIEDMONT NATURAL GAS CO,Utility,1220.822,74.362,184.885,0,48.685,184.885,358.714,358.714,0,,,vp-human resources,MALE,.,8577,5510,4924,NATURAL GAS DISTRIBUTION,20844,
Franklin Yoho,PIEDMONT NATURAL GAS CO,Utility,1220.822,74.362,247.923,0,34.475,247.923,300.409,300.409,0,,,senior vp-commercial operations,MALE,.,8577,5510,4924,NATURAL GAS DISTRIBUTION,26616,
Marvin Girouard,PIER 1 IMPORTS INC/DE,Discretionary,1893.639,118.001,950,0,56.18,950,4457.382,2113.294,0,1.05,CEO,chairman & CEO,MALE,64,8579,2550,5700,HOME FURNITURE & EQUIP STORE,6469,CEO
